age,gender,adopt2fa,aware2fa,status2fa,education,agegroup,location,income
26,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,college degree,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
26,male,yes,yes,use 2fa,college degree,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
27,female,no,no,no awareness,college degree,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,male,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
27,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,no,yes,skip 2fa,no college,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Sumatra,middle
26,female,no,no,no awareness,college degree,20-29,Java,middle
23,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,college degree,20-29,Java,middle
26,male,yes,yes,use 2fa,no college,20-29,Java,middle
27,female,no,no,no awareness,no college,20-29,Sumatra,middle
35,female,no,no,no awareness,college degree,30-49,Java,middle
24,male,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
34,male,yes,yes,use 2fa,college degree,30-49,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Sumatra,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
18,female,no,no,no awareness,no college,13-19,Sumatra,middle
25,male,no,no,no awareness,college degree,20-29,Java,middle
32,female,no,no,no awareness,college degree,30-49,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
38,female,yes,yes,use 2fa,college degree,30-49,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
28,male,no,yes,skip 2fa,college degree,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Sulawesi,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,college degree,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
18,female,yes,yes,use 2fa,no college,13-19,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,male,no,no,no awareness,college degree,20-29,Sumatra,middle
24,female,no,no,no awareness,college degree,20-29,Sumatra,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
27,male,yes,yes,use 2fa,college degree,20-29,Java,middle
23,female,no,yes,skip 2fa,no college,20-29,Papua & Moluccas,middle
26,male,no,no,no awareness,no college,20-29,Java,middle
24,male,no,no,no awareness,college degree,20-29,Bali & NT,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
26,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Borneo,middle
24,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
36,female,no,no,no awareness,no college,30-49,Java,middle
17,male,no,yes,skip 2fa,no college,13-19,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
27,male,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
19,male,no,no,no awareness,no college,13-19,Java,middle
22,female,no,no,no awareness,college degree,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
42,male,no,yes,skip 2fa,college degree,30-49,Sulawesi,middle
21,female,no,no,no awareness,college degree,20-29,Java,middle
37,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
29,male,no,no,no awareness,no college,20-29,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,male,no,no,no awareness,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Bali & NT,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
20,male,no,yes,skip 2fa,college degree,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
22,male,no,no,no awareness,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
24,female,no,yes,skip 2fa,college degree,20-29,Java,middle
18,female,no,no,no awareness,no college,13-19,Java,middle
22,male,no,yes,skip 2fa,no college,20-29,Java,middle
24,male,no,no,no awareness,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
32,female,yes,yes,use 2fa,college degree,30-49,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,no,no,no awareness,college degree,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
28,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
22,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
27,male,no,yes,skip 2fa,college degree,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,male,no,no,no awareness,college degree,20-29,Java,middle
34,female,no,no,no awareness,college degree,30-49,Borneo,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Sumatra,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
49,male,no,no,no awareness,college degree,30-49,Sulawesi,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
23,female,no,no,no awareness,college degree,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
18,female,yes,yes,use 2fa,no college,13-19,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
44,male,no,no,no awareness,college degree,30-49,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
19,male,yes,yes,use 2fa,no college,13-19,Java,middle
30,male,no,no,no awareness,college degree,30-49,Java,middle
24,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
22,female,no,yes,skip 2fa,college degree,20-29,Java,middle
22,male,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Bali & NT,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
23,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,college degree,20-29,Java,middle
17,male,no,yes,skip 2fa,no college,13-19,Java,middle
23,male,no,no,no awareness,no college,20-29,Sumatra,middle
18,male,yes,yes,use 2fa,no college,13-19,Java,middle
30,male,no,yes,skip 2fa,college degree,30-49,Borneo,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
37,female,no,yes,skip 2fa,college degree,30-49,Sulawesi,middle
20,male,no,yes,skip 2fa,no college,20-29,Java,middle
50,female,no,no,no awareness,college degree,50+,Java,middle
29,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
24,female,no,no,no awareness,college degree,20-29,Java,middle
22,male,no,yes,skip 2fa,no college,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,yes,skip 2fa,college degree,20-29,Sumatra,middle
26,female,no,no,no awareness,college degree,20-29,Java,middle
23,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
23,female,no,no,no awareness,college degree,20-29,Java,middle
31,female,no,no,no awareness,college degree,30-49,Sumatra,middle
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
20,female,yes,yes,use 2fa,no college,20-29,Borneo,middle
21,male,yes,yes,use 2fa,college degree,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Sulawesi,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
23,male,no,no,no awareness,college degree,20-29,Java,middle
26,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
24,male,no,yes,skip 2fa,college degree,20-29,Java,middle
32,male,yes,yes,use 2fa,college degree,30-49,Java,high
37,female,no,no,no awareness,college degree,30-49,Java,high
26,male,no,yes,skip 2fa,college degree,20-29,Sumatra,high
35,male,yes,yes,use 2fa,college degree,30-49,Java,high
37,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
26,female,yes,yes,use 2fa,college degree,20-29,Java,high
22,female,yes,yes,use 2fa,college degree,20-29,Java,high
27,female,no,yes,skip 2fa,college degree,20-29,Java,high
27,female,no,no,no awareness,college degree,20-29,Java,high
36,female,no,no,no awareness,college degree,30-49,Java,high
28,male,yes,yes,use 2fa,no college,20-29,Java,high
25,female,yes,yes,use 2fa,college degree,20-29,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
34,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
29,male,yes,yes,use 2fa,college degree,20-29,Java,high
26,male,yes,yes,use 2fa,college degree,20-29,Java,high
50,male,no,yes,skip 2fa,no college,50+,Sumatra,high
18,female,no,no,no awareness,no college,13-19,Bali & NT,high
35,male,yes,yes,use 2fa,college degree,30-49,Java,high
29,male,yes,yes,use 2fa,college degree,20-29,Java,high
24,male,no,no,no awareness,college degree,20-29,Java,high
39,male,yes,yes,use 2fa,no college,30-49,Java,high
24,male,no,yes,skip 2fa,college degree,20-29,Java,high
24,female,yes,yes,use 2fa,college degree,20-29,Sumatra,high
26,female,yes,yes,use 2fa,college degree,20-29,Java,high
20,male,yes,yes,use 2fa,no college,20-29,Java,high
25,male,yes,yes,use 2fa,college degree,20-29,Borneo,high
50,male,yes,yes,use 2fa,college degree,50+,Sulawesi,high
29,male,no,yes,skip 2fa,college degree,20-29,Java,high
34,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
21,male,yes,yes,use 2fa,no college,20-29,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
27,female,no,no,no awareness,college degree,20-29,Java,high
26,male,no,yes,skip 2fa,no college,20-29,Sumatra,high
24,female,no,no,no awareness,college degree,20-29,Java,high
26,female,yes,yes,use 2fa,college degree,20-29,Java,high
25,female,no,yes,skip 2fa,college degree,20-29,Java,high
28,male,yes,yes,use 2fa,college degree,20-29,Sumatra,high
29,male,yes,yes,use 2fa,college degree,20-29,Java,high
50,female,no,yes,skip 2fa,college degree,50+,Java,high
26,male,no,yes,skip 2fa,college degree,20-29,Borneo,high
23,male,no,no,no awareness,college degree,20-29,Java,high
43,male,no,no,no awareness,college degree,30-49,Java,high
31,female,yes,yes,use 2fa,college degree,30-49,Java,high
19,female,no,yes,skip 2fa,no college,13-19,Java,high
34,male,no,no,no awareness,no college,30-49,Papua & Moluccas,high
22,male,yes,yes,use 2fa,no college,20-29,Sumatra,high
25,female,no,no,no awareness,college degree,20-29,Java,high
24,female,no,yes,skip 2fa,college degree,20-29,Sumatra,high
54,male,no,yes,skip 2fa,college degree,50+,Sulawesi,high
41,female,no,no,no awareness,college degree,30-49,Java,high
24,male,no,yes,skip 2fa,college degree,20-29,Borneo,high
45,female,yes,yes,use 2fa,college degree,30-49,Sumatra,high
23,female,no,no,no awareness,college degree,20-29,Bali & NT,high
35,male,yes,yes,use 2fa,college degree,30-49,Borneo,high
25,female,no,no,no awareness,college degree,20-29,Java,high
26,female,no,yes,skip 2fa,college degree,20-29,Java,high
48,male,no,no,no awareness,college degree,30-49,Sulawesi,high
24,female,yes,yes,use 2fa,college degree,20-29,Java,high
25,male,yes,yes,use 2fa,no college,20-29,Java,high
19,male,yes,yes,use 2fa,no college,13-19,Java,high
40,female,no,yes,skip 2fa,college degree,30-49,Java,high
40,male,yes,yes,use 2fa,college degree,30-49,Java,high
23,male,yes,yes,use 2fa,college degree,20-29,Java,high
40,male,no,no,no awareness,college degree,30-49,Sulawesi,high
19,female,no,yes,skip 2fa,no college,13-19,Java,high
42,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
50,female,no,no,no awareness,college degree,50+,Java,high
38,male,yes,yes,use 2fa,college degree,30-49,Java,high
55,male,no,no,no awareness,college degree,50+,Sumatra,high
24,female,yes,yes,use 2fa,college degree,20-29,Borneo,high
17,female,no,no,no awareness,no college,13-19,Sulawesi,high
24,female,no,no,no awareness,college degree,20-29,Java,high
29,male,yes,yes,use 2fa,college degree,20-29,Java,high
24,female,no,no,no awareness,college degree,20-29,Sulawesi,high
29,female,yes,yes,use 2fa,college degree,20-29,Java,high
25,female,yes,yes,use 2fa,college degree,20-29,Java,high
22,female,yes,yes,use 2fa,no college,20-29,Java,high
32,female,yes,yes,use 2fa,college degree,30-49,Java,high
26,male,yes,yes,use 2fa,no college,20-29,Sulawesi,high
41,male,yes,yes,use 2fa,college degree,30-49,Java,high
23,male,no,no,no awareness,no college,20-29,Java,high
23,female,no,no,no awareness,no college,20-29,Java,high
30,male,no,yes,skip 2fa,college degree,30-49,Sulawesi,high
23,female,no,no,no awareness,college degree,20-29,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
30,male,yes,yes,use 2fa,college degree,30-49,Java,high
43,male,yes,yes,use 2fa,college degree,30-49,Java,high
24,female,yes,yes,use 2fa,college degree,20-29,Java,high
39,male,no,no,no awareness,college degree,30-49,Java,high
30,male,yes,yes,use 2fa,college degree,30-49,Java,high
30,male,no,no,no awareness,college degree,30-49,Sulawesi,high
37,female,no,yes,skip 2fa,college degree,30-49,Java,high
37,male,no,no,no awareness,college degree,30-49,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
44,male,yes,yes,use 2fa,college degree,30-49,Java,high
21,male,yes,yes,use 2fa,college degree,20-29,Java,high
35,female,yes,yes,use 2fa,college degree,30-49,Java,high
25,female,no,no,no awareness,college degree,20-29,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
55,female,yes,yes,use 2fa,college degree,50+,Sumatra,high
45,female,no,yes,skip 2fa,no college,30-49,Sumatra,high
40,female,no,no,no awareness,college degree,30-49,Java,high
29,male,yes,yes,use 2fa,college degree,20-29,Java,high
25,female,yes,yes,use 2fa,no college,20-29,Java,high
21,female,yes,yes,use 2fa,no college,20-29,Java,high
51,male,no,no,no awareness,college degree,50+,Java,high
54,female,no,no,no awareness,college degree,50+,Java,high
25,female,yes,yes,use 2fa,college degree,20-29,Java,high
22,male,no,no,no awareness,no college,20-29,Java,high
25,female,no,yes,skip 2fa,college degree,20-29,Java,high
19,male,no,yes,skip 2fa,no college,13-19,Java,high
23,female,yes,yes,use 2fa,college degree,20-29,Java,high
25,male,no,no,no awareness,college degree,20-29,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
21,female,yes,yes,use 2fa,no college,20-29,Java,high
22,female,no,yes,skip 2fa,no college,20-29,Java,high
25,female,no,no,no awareness,no college,20-29,Sulawesi,high
25,female,yes,yes,use 2fa,college degree,20-29,Java,high
32,male,yes,yes,use 2fa,college degree,30-49,Java,high
27,male,no,no,no awareness,college degree,20-29,Java,high
24,female,yes,yes,use 2fa,college degree,20-29,Java,high
39,male,yes,yes,use 2fa,college degree,30-49,Sumatra,high
30,male,no,yes,skip 2fa,college degree,30-49,Sulawesi,high
33,male,no,yes,skip 2fa,college degree,30-49,Java,high
22,female,no,no,no awareness,college degree,20-29,Bali & NT,high
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,high
38,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
32,female,yes,yes,use 2fa,college degree,30-49,Java,high
27,female,yes,yes,use 2fa,college degree,20-29,Java,high
22,male,yes,yes,use 2fa,no college,20-29,Java,high
36,male,yes,yes,use 2fa,no college,30-49,Java,high
26,female,no,no,no awareness,college degree,20-29,Java,high
31,male,yes,yes,use 2fa,college degree,30-49,Java,high
36,male,yes,yes,use 2fa,college degree,30-49,Java,high
26,male,no,yes,skip 2fa,college degree,20-29,Java,high
36,female,yes,yes,use 2fa,college degree,30-49,Java,high
40,female,no,no,no awareness,college degree,30-49,Borneo,high
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,high
36,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
34,male,yes,yes,use 2fa,college degree,30-49,Sumatra,high
39,female,yes,yes,use 2fa,college degree,30-49,Java,high
25,female,no,yes,skip 2fa,college degree,20-29,Java,high
44,male,no,no,no awareness,college degree,30-49,Java,high
18,male,yes,yes,use 2fa,no college,13-19,Java,high
20,female,yes,yes,use 2fa,no college,20-29,Java,high
34,male,no,no,no awareness,college degree,30-49,Java,high
40,male,no,no,no awareness,college degree,30-49,Sumatra,high
31,female,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
21,female,no,yes,skip 2fa,college degree,20-29,Java,high
54,female,no,yes,skip 2fa,college degree,50+,Java,high
34,female,yes,yes,use 2fa,college degree,30-49,Java,high
24,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,high
28,female,yes,yes,use 2fa,college degree,20-29,Java,high
51,female,no,no,no awareness,college degree,50+,Java,high
26,female,no,no,no awareness,college degree,20-29,Java,high
39,male,yes,yes,use 2fa,college degree,30-49,Java,high
26,female,no,no,no awareness,college degree,20-29,Java,high
27,male,no,no,no awareness,college degree,20-29,Java,high
47,male,no,no,no awareness,college degree,30-49,Sulawesi,high
19,female,no,yes,skip 2fa,no college,13-19,Java,high
24,male,no,yes,skip 2fa,college degree,20-29,Sulawesi,high
23,male,no,yes,skip 2fa,college degree,20-29,Sumatra,high
23,female,no,no,no awareness,no college,20-29,Bali & NT,high
28,male,yes,yes,use 2fa,college degree,20-29,Java,high
25,male,yes,yes,use 2fa,no college,20-29,Sumatra,high
24,female,no,no,no awareness,college degree,20-29,Java,high
22,female,no,no,no awareness,college degree,20-29,Sulawesi,high
37,male,yes,yes,use 2fa,college degree,30-49,Java,high
20,male,yes,yes,use 2fa,no college,20-29,Java,high
41,female,yes,yes,use 2fa,college degree,30-49,Java,high
29,male,no,yes,skip 2fa,college degree,20-29,Java,high
34,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,high
23,male,yes,yes,use 2fa,college degree,20-29,Java,high
28,female,yes,yes,use 2fa,college degree,20-29,Java,high
25,female,no,no,no awareness,college degree,20-29,Sulawesi,high
21,male,no,no,no awareness,college degree,20-29,Java,high
37,female,no,no,no awareness,college degree,30-49,Java,high
31,male,yes,yes,use 2fa,college degree,30-49,Java,high
22,female,no,no,no awareness,college degree,20-29,Java,high
32,male,yes,yes,use 2fa,no college,30-49,Java,high
20,female,yes,yes,use 2fa,no college,20-29,Bali & NT,high
39,female,no,no,no awareness,college degree,30-49,Java,high
29,male,no,yes,skip 2fa,college degree,20-29,Java,high
20,male,yes,yes,use 2fa,no college,20-29,Borneo,high
34,female,yes,yes,use 2fa,college degree,30-49,Java,high
18,female,no,yes,skip 2fa,college degree,13-19,Bali & NT,high
21,female,yes,yes,use 2fa,college degree,20-29,Java,high
27,male,yes,yes,use 2fa,college degree,20-29,Java,high
23,female,no,no,no awareness,college degree,20-29,Java,high
40,male,yes,yes,use 2fa,college degree,30-49,Sumatra,high
21,male,no,no,no awareness,college degree,20-29,Java,high
26,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,high
23,female,no,no,no awareness,college degree,20-29,Java,high
24,female,no,no,no awareness,college degree,20-29,Sulawesi,high
26,male,yes,yes,use 2fa,college degree,20-29,Java,high
30,male,yes,yes,use 2fa,college degree,30-49,Java,high
21,male,yes,yes,use 2fa,no college,20-29,Papua & Moluccas,high
52,female,no,no,no awareness,no college,50+,Java,high
42,male,yes,yes,use 2fa,college degree,30-49,Java,high
33,male,yes,yes,use 2fa,no college,30-49,Java,high
25,female,no,no,no awareness,college degree,20-29,Java,high
25,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,high
24,male,yes,yes,use 2fa,college degree,20-29,Java,high
28,female,yes,yes,use 2fa,college degree,20-29,Java,high
40,female,no,no,no awareness,college degree,30-49,Java,high
35,male,yes,yes,use 2fa,college degree,30-49,Java,high
55,male,no,no,no awareness,college degree,50+,Java,high
18,male,no,yes,skip 2fa,no college,13-19,Sumatra,high
50,female,no,yes,skip 2fa,college degree,50+,Java,high
26,male,yes,yes,use 2fa,no college,20-29,Java,high
25,male,yes,yes,use 2fa,college degree,20-29,Java,high
27,male,no,no,no awareness,college degree,20-29,Java,high
25,male,yes,yes,use 2fa,college degree,20-29,Bali & NT,high
24,female,no,yes,skip 2fa,college degree,20-29,Sumatra,high
32,male,no,no,no awareness,college degree,30-49,Java,high
23,male,yes,yes,use 2fa,college degree,20-29,Java,high
54,female,no,no,no awareness,college degree,50+,Java,high
16,female,no,no,no awareness,no college,13-19,Java,high
26,female,no,no,no awareness,college degree,20-29,Java,high
23,male,yes,yes,use 2fa,no college,20-29,Bali & NT,high
30,male,no,yes,skip 2fa,college degree,30-49,Java,high
27,male,no,no,no awareness,college degree,20-29,Java,high
45,male,no,no,no awareness,college degree,30-49,Java,high
29,male,yes,yes,use 2fa,college degree,20-29,Java,high
30,female,yes,yes,use 2fa,college degree,30-49,Java,high
23,male,yes,yes,use 2fa,college degree,20-29,Java,high
20,male,no,no,no awareness,college degree,20-29,Sumatra,high
19,male,yes,yes,use 2fa,no college,13-19,Java,high
33,male,no,no,no awareness,college degree,30-49,Papua & Moluccas,high
21,male,yes,yes,use 2fa,no college,20-29,Java,high
19,female,no,no,no awareness,no college,13-19,Sumatra,high
41,male,no,no,no awareness,college degree,30-49,Java,high
31,female,no,no,no awareness,college degree,30-49,Java,high
